categoria,objeto,detalhe,coluna,tipo,valor,extra
Índice,refresh_tokens,null,id,null,refresh_tokens_pkey,Único
Índice,refresh_tokens,null,token,null,refresh_tokens_token_unique,Único
Índice,s3_multipart_uploads,null,id,null,s3_multipart_uploads_pkey,Único
Índice,s3_multipart_uploads,null,key,null,idx_multipart_uploads_list,Não Único
Índice,s3_multipart_uploads,null,bucket_id,null,idx_multipart_uploads_list,Não Único
Índice,s3_multipart_uploads,null,created_at,null,idx_multipart_uploads_list,Não Único
Índice,s3_multipart_uploads_parts,null,id,null,s3_multipart_uploads_parts_pkey,Único
Índice,saml_providers,null,sso_provider_id,null,saml_providers_sso_provider_id_idx,Não Único
Índice,saml_providers,null,entity_id,null,saml_providers_entity_id_key,Único
Índice,saml_providers,null,id,null,saml_providers_pkey,Único
Índice,saml_relay_states,null,created_at,null,saml_relay_states_created_at_idx,Não Único
Índice,saml_relay_states,null,id,null,saml_relay_states_pkey,Único
Índice,saml_relay_states,null,sso_provider_id,null,saml_relay_states_sso_provider_id_idx,Não Único
Índice,saml_relay_states,null,for_email,null,saml_relay_states_for_email_idx,Não Único
Índice,schema_migrations,null,version,null,schema_migrations_pkey,Único
Índice,schema_migrations,null,version,null,schema_migrations_pkey,Único
Índice,schema_migrations,null,version,null,schema_migrations_pkey,Único
Índice,secrets,null,name,null,secrets_name_idx,Único
Índice,secrets,null,id,null,secrets_pkey,Único
Índice,seed_files,null,path,null,seed_files_pkey,Único
Índice,sessions,null,user_id,null,user_id_created_at_idx,Não Único
Índice,sessions,null,user_id,null,sessions_user_id_idx,Não Único
Índice,sessions,null,not_after,null,sessions_not_after_idx,Não Único
Índice,sessions,null,id,null,sessions_pkey,Único
Índice,sessions,null,created_at,null,user_id_created_at_idx,Não Único
Índice,sso_domains,null,id,null,sso_domains_pkey,Único
Índice,sso_domains,null,sso_provider_id,null,sso_domains_sso_provider_id_idx,Não Único
Índice,sso_providers,null,resource_id,null,sso_providers_resource_id_pattern_idx,Não Único
Índice,sso_providers,null,id,null,sso_providers_pkey,Único
Índice,subscription,null,entity,null,subscription_subscription_id_entity_filters_key,Único
Índice,subscription,null,filters,null,subscription_subscription_id_entity_filters_key,Único
Índice,subscription,null,id,null,pk_subscription,Único
Índice,subscription,null,entity,null,ix_realtime_subscription_entity,Não Único
Índice,subscription,null,subscription_id,null,subscription_subscription_id_entity_filters_key,Único
Índice,subscription_plans,null,id,null,subscription_plans_pkey,Único
Índice,user_subscriptions,null,id,null,user_subscriptions_pkey,Único
Índice,user_subscriptions,null,expires_at,null,idx_user_subscriptions_expires_at,Não Único
Índice,user_subscriptions,null,status,null,idx_user_subscriptions_status,Não Único
Índice,users,null,instance_id,null,users_instance_id_email_idx,Não Único
Índice,users,null,id,null,users_pkey,Único
Índice,users,null,is_anonymous,null,users_is_anonymous_idx,Não Único
Índice,users,null,reauthentication_token,null,reauthentication_token_idx,Único
Índice,users,null,confirmation_token,null,confirmation_token_idx,Único
Índice,users,null,phone,null,users_phone_key,Único
Índice,users,null,recovery_token,null,recovery_token_idx,Único
Índice,users,null,email,null,users_email_partial_key,Único
Índice,users,null,email_change_token_current,null,email_change_token_current_idx,Único
Índice,users,null,email_change_token_new,null,email_change_token_new_idx,Único
Índice,users,null,instance_id,null,users_instance_id_idx,Não Único
Índice,verifications,null,status,null,idx_verifications_status,Não Único
Índice,verifications,null,id,null,verifications_pkey,Único
Política RLS,messages,INSERT,null,null,Users can insert messages,null
Política RLS,messages,SELECT,null,null,Users can view their own messages,((auth.uid() = sender_id) OR (auth.uid() = recipient_id))
Política RLS,profiles,SELECT,null,null,Public profiles are viewable by everyone.,true
Política RLS,profiles,UPDATE,null,null,Users can update their own profile.,(auth.uid() = id)
Política RLS,profiles,SELECT,null,null,Allow anon select for admin demo,true
Política RLS,profiles,SELECT,null,null,Usuários podem ver perfis ativos,true
Política RLS,profiles,INSERT,null,null,Users can insert their own profile.,null
Tabela,likes,BASE TABLE,null,null,null,null
Tabela,messages,BASE TABLE,null,null,null,null
Tabela,payments,BASE TABLE,null,null,null,null
Tabela,profile_views,BASE TABLE,null,null,null,null
Tabela,profiles,BASE TABLE,null,null,null,null
Tabela,subscription_plans,BASE TABLE,null,null,null,null
Tabela,user_subscriptions,BASE TABLE,null,null,null,null
Tabela,verifications,BASE TABLE,null,null,null,null
Trigger,likes,BEFORE,null,INSERT,no_self_like_trigger,EXECUTE FUNCTION prevent_self_like()
Trigger,likes,BEFORE,null,UPDATE,no_self_like_trigger,EXECUTE FUNCTION prevent_self_like()
Trigger,profile_views,BEFORE,null,INSERT,trigger_set_created_date,EXECUTE FUNCTION set_created_date()
Trigger,profiles,BEFORE,null,UPDATE,update_profiles_updated_at,EXECUTE FUNCTION update_updated_at_column()
